"Id","Model","Price","Age_08_04","Mfg_Month","Mfg_Year","KM","Fuel_Type","HP","Met_Color","Color","Automatic","CC","Doors","Cylinders","Gears","Quarterly_Tax","Weight","Mfr_Guarantee","BOVAG_Guarantee","Guarantee_Period","ABS","Airbag_1","Airbag_2","Airco","Automatic_airco","Boardcomputer","CD_Player","Central_Lock","Powered_Windows","Power_Steering","Radio","Mistlamps","Sport_Model","Backseat_Divider","Metallic_Rim","Radio_cassette","Parking_Assistant","Tow_Bar","Price_Per_KM","High_Mileage","HP_Per_Weight","Price_Tier"
1150,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",7750,77,4,1998,102000,"Petrol",86,1,"Blue",0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0759803921568627,"High",0.0847290640394089,"Budget"
1151,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",6450,75,6,1998,101855,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1070,0,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0.0633253153993422,"High",0.102803738317757,"Budget"
1152,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",6900,74,7,1998,101773,"Petrol",110,0,"Grey",0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.0677979424798326,"High",0.104761904761905,"Budget"
1153,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",8450,75,6,1998,101159,"Petrol",110,1,"Red",0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0.0835318656768058,"High",0.101382488479263,"Mid-Range"
1154,"TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors",6750,74,7,1998,101000,"Petrol",86,0,"Grey",0,1300,3,4,5,19,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0668316831683168,"High",0.0847290640394089,"Budget"
1155,"TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors",8050,74,7,1998,100732,"Petrol",86,1,"Blue",1,1300,4,4,5,69,1030,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0799150220386769,"High",0.083495145631068,"Mid-Range"
1156,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",9500,79,2,1998,100719,"Petrol",110,0,"Red",0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0943218260705527,"High",0.102803738317757,"Mid-Range"
1157,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",7750,61,3,1998,100487,"Petrol",110,0,"Red",0,1600,4,4,5,69,1035,1,1,3,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0771244041517808,"High",0.106280193236715,"Budget"
1158,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",8500,80,1,1998,100458,"Petrol",110,0,"Blue",0,1600,5,4,5,85,1085,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0846124748651178,"High",0.101382488479263,"Mid-Range"
1159,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",7795,75,6,1998,100192,"Petrol",110,1,"Black",0,1600,3,4,5,69,1050,1,1,3,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.0778006228042159,"High",0.104761904761905,"Budget"
1160,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",6490,80,1,1998,100123,"Petrol",110,1,"Black",0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.0648202710665881,"High",0.104761904761905,"Budget"
1161,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",7950,73,8,1998,99971,"Petrol",110,1,"Grey",0,1600,3,4,5,69,1050,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0.0795230616878895,"Low",0.104761904761905,"Budget"
1162,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",6425,79,2,1998,99397,"Petrol",86,0,"Blue",0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.0646397778604988,"Low",0.0830917874396135,"Budget"
1163,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",8950,69,12,1998,99374,"Petrol",86,1,"Blue",0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0900637993841447,"Low",0.0830917874396135,"Mid-Range"
1164,"TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors",6950,72,9,1998,99245,"Petrol",110,1,"Red",0,1600,5,4,5,19,1114,0,0,3,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.0700287168119301,"Low",0.0987432675044883,"Budget"
1165,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",8750,79,2,1998,98742,"Petrol",110,0,"Silver",0,1600,5,4,5,85,1085,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0886147738550971,"Low",0.101382488479263,"Mid-Range"
1166,"TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors",8450,71,10,1998,98154,"Petrol",110,1,"Black",0,1600,3,4,5,69,1050,0,1,6,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.0860892067567292,"Low",0.104761904761905,"Mid-Range"
1167,"TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors",7950,77,4,1998,98000,"Petrol",110,1,"Green",0,1600,5,4,5,19,1065,0,0,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0.0811224489795918,"Low",0.103286384976526,"Budget"
1168,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",7950,80,1,1998,97548,"Petrol",86,0,"White",0,1300,5,4,5,69,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.0814983392791241,"Low",0.0830917874396135,"Budget"
1169,"TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors",8900,78,3,1998,97534,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1070,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0912502306887854,"Low",0.102803738317757,"Mid-Range"
1170,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",8950,73,8,1998,97494,"Petrol",110,1,"Silver",0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0.0918005210577061,"Low",0.101382488479263,"Mid-Range"
1171,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",8900,73,8,1998,97085,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1085,1,1,3,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0.0916722459700263,"Low",0.101382488479263,"Mid-Range"
1172,"TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors",7950,69,12,1998,97000,"Petrol",110,0,"Green",0,1600,4,4,5,69,1035,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819587628865979,"Low",0.106280193236715,"Budget"
1173,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",6495,74,7,1998,96302,"Petrol",86,1,"Blue",0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.0674440821582106,"Low",0.0847290640394089,"Budget"
1174,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",7250,78,3,1998,96000,"Petrol",86,1,"Black",0,1300,3,4,5,69,1015,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.0755208333333333,"Low",0.0847290640394089,"Budget"
1175,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",9250,61,7,1998,96000,"Petrol",110,1,"Black",0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.0963541666666667,"Low",0.101382488479263,"Mid-Range"
1176,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",6650,78,3,1998,95909,"Petrol",110,1,"Black",0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.0693365586128518,"Low",0.102803738317757,"Budget"
1177,"TOYOTA Corolla 1.6 Terra Stationwagen",6990,79,2,1998,95700,"Petrol",110,0,"Red",0,1600,5,4,5,85,1085,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0730407523510972,"Low",0.101382488479263,"Budget"
1178,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",7750,78,3,1998,95651,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0.0810237216547658,"Low",0.102803738317757,"Budget"
1179,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",6950,79,2,1998,95000,"Petrol",86,1,"Grey",0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.0731578947368421,"Low",0.0830917874396135,"Budget"
1180,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",7250,80,1,1998,94447,"Petrol",110,0,"Red",0,1600,3,4,5,69,1050,0,1,3,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0.0767626287759272,"Low",0.104761904761905,"Budget"
1181,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",9950,80,1,1998,94079,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1085,1,1,3,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0.105762178594585,"Low",0.101382488479263,"Mid-Range"
1182,"TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors",9250,61,1,1998,93841,"Petrol",110,0,"Silver",0,1600,5,4,5,85,1070,0,0,6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0985709870951929,"Low",0.102803738317757,"Mid-Range"
1183,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",7200,79,2,1998,93090,"Petrol",86,1,"Silver",0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0.0773445053174347,"Low",0.0830917874396135,"Budget"
1184,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",8250,72,9,1998,93066,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0.0886467668106505,"Low",0.102325581395349,"Mid-Range"
1185,"TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors",8950,79,2,1998,93039,"Petrol",110,1,"Blue",0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0.0961962187899698,"Low",0.104761904761905,"Mid-Range"
1186,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",8250,77,4,1998,93000,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0.0887096774193548,"Low",0.102325581395349,"Mid-Range"
1187,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",6250,80,1,1998,92830,"Petrol",86,1,"Silver",0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.067327372616611,"Low",0.0847290640394089,"Budget"
1189,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors",9900,80,1,1998,92255,"Petrol",107,0,"Grey",1,1600,5,4,5,85,1105,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.107311256842448,"Low",0.0968325791855204,"Mid-Range"
1190,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",7300,80,1,1998,92096,"Petrol",86,1,"Red",0,1300,5,4,5,69,1035,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0792651146629604,"Low",0.0830917874396135,"Budget"
1191,"TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors",8950,72,9,1998,91921,"Petrol",86,1,"Blue",0,1300,3,4,5,69,1020,0,1,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0973662166425518,"Low",0.0843137254901961,"Mid-Range"
1192,"TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors",6500,70,11,1998,91900,"Petrol",86,1,"Silver",0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0.0707290533188248,"Low",0.0847290640394089,"Budget"
1193,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",7950,78,3,1998,91399,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0.0869812580006346,"Low",0.102803738317757,"Budget"
1194,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",7450,75,6,1998,91082,"Petrol",110,1,"Silver",0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0817944269998463,"Low",0.104761904761905,"Budget"
1195,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",7950,71,10,1998,90370,"Petrol",86,1,"Blue",0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0.0879716720150492,"Low",0.0830917874396135,"Budget"
1196,"TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors",8500,78,3,1998,90345,"Petrol",86,1,"Silver",0,1300,5,4,5,69,1035,0,0,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.0940837899164315,"Low",0.0830917874396135,"Mid-Range"
1197,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",6950,77,4,1998,90305,"Petrol",86,1,"Grey",0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.0769614085598804,"Low",0.0847290640394089,"Budget"
1198,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors",7950,78,3,1998,90011,"Petrol",86,0,"Green",1,1300,3,4,5,69,1045,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.0883225383564231,"Low",0.0822966507177034,"Budget"
1199,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",6750,77,4,1998,90000,"Petrol",86,1,"Green",0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.075,"Low",0.0847290640394089,"Budget"
1200,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",8450,70,11,1998,89983,"Petrol",110,0,"Red",0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0.0939066268072858,"Low",0.104265402843602,"Mid-Range"
1201,"TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors",7500,78,3,1998,89953,"Petrol",110,0,"Green",0,1600,5,4,5,19,1114,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0833768745900637,"Low",0.0987432675044883,"Budget"
1202,"TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors",8750,74,7,1998,89800,"Diesel",72,1,"Grey",0,2000,3,4,5,185,1115,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.0974387527839644,"Low",0.0645739910313901,"Mid-Range"
1203,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",8750,79,2,1998,89739,"Petrol",86,1,"Blue",0,1300,5,4,5,69,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0975049866836047,"Low",0.0830917874396135,"Mid-Range"
1204,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",8950,76,5,1998,89520,"Petrol",110,1,"Blue",0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0999776586237712,"Low",0.104761904761905,"Mid-Range"
1205,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",7450,75,6,1998,89507,"Petrol",86,0,"Green",0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.0832337135643022,"Low",0.0847290640394089,"Budget"
1206,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",9200,69,12,1998,89096,"Petrol",110,1,"Red",0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0.103259405584987,"Low",0.101382488479263,"Mid-Range"
1207,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",8950,74,7,1998,88700,"Petrol",110,1,"Blue",0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.100901916572717,"Low",0.104761904761905,"Mid-Range"
1208,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",7850,72,9,1998,88500,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1075,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0.0887005649717514,"Low",0.102325581395349,"Budget"
1209,"TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors",6950,73,8,1998,88186,"Diesel",72,1,"Blue",0,2000,3,4,5,185,1115,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0788106955752614,"Low",0.0645739910313901,"Budget"
1210,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",7200,75,6,1998,88000,"Petrol",110,1,"Silver",0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0.0818181818181818,"Low",0.104761904761905,"Budget"
1211,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",7450,78,3,1998,87743,"Petrol",110,0,"Black",0,1600,3,4,5,85,1055,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0.0849070581128979,"Low",0.104265402843602,"Budget"
1212,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",6750,75,6,1998,87613,"Petrol",86,0,"Grey",0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.0770433611450356,"Low",0.0847290640394089,"Budget"
1213,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",7500,73,8,1998,87358,"Petrol",110,1,"Black",0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0.0858536138647863,"Low",0.104761904761905,"Budget"
1214,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",7450,72,9,1998,87083,"Petrol",110,0,"Red",0,1600,4,4,5,69,1035,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0.0855505667007338,"Low",0.106280193236715,"Budget"
1215,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",7950,70,11,1998,87000,"Petrol",110,1,"Silver",0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0913793103448276,"Low",0.106280193236715,"Budget"
1216,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",7250,78,3,1998,87000,"Petrol",110,1,"Blue",0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0833333333333333,"Low",0.106280193236715,"Budget"
1217,"TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors",7950,73,8,1998,87000,"Petrol",86,1,"Red",0,1300,3,4,5,69,1015,0,1,12,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0913793103448276,"Low",0.0847290640394089,"Budget"
1218,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",8250,80,1,1998,87000,"Petrol",86,1,"Black",0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0.0948275862068965,"Low",0.0847290640394089,"Mid-Range"
1219,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",8250,72,9,1998,86860,"Petrol",110,0,"Green",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0.0949804282753857,"Low",0.102325581395349,"Mid-Range"
1220,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",6750,80,1,1998,86109,"Petrol",110,1,"Grey",0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0.0783890185694875,"Low",0.104265402843602,"Budget"
1221,"TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors",8750,79,2,1998,86000,"Petrol",86,1,"Green",0,1300,5,4,5,69,1040,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.101744186046512,"Low",0.0826923076923077,"Mid-Range"
1222,"TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors",8950,80,1,1998,86000,"Petrol",110,0,"Green",0,1600,3,4,5,19,1050,0,1,3,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0.10406976744186,"Low",0.104761904761905,"Mid-Range"
1223,"TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors",8500,70,11,1998,85864,"Diesel",72,1,"Green",0,2000,5,4,5,185,1135,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0.0989937575701109,"Low",0.0634361233480176,"Mid-Range"
1224,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",8250,80,1,1998,85565,"Petrol",110,0,"Blue",0,1600,5,4,5,85,1070,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0.096417927891077,"Low",0.102803738317757,"Mid-Range"
1225,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors",9450,70,11,1998,85470,"Petrol",107,0,"Red",1,1600,3,4,5,85,1080,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.110565110565111,"Low",0.0990740740740741,"Mid-Range"
1226,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",7950,73,8,1998,85200,"Petrol",110,1,"Silver",0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0933098591549296,"Low",0.104761904761905,"Budget"
1227,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",7900,70,11,1998,85000,"Petrol",110,1,"Blue",0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0.0929411764705882,"Low",0.104265402843602,"Budget"
1228,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",8500,73,8,1998,84988,"Petrol",110,1,"Black",0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.10001411964042,"Low",0.104761904761905,"Mid-Range"
1229,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",8250,79,2,1998,84966,"Petrol",110,0,"White",0,1600,5,4,5,85,1070,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0.0970976625944495,"Low",0.102803738317757,"Mid-Range"
1230,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",8250,76,5,1998,84472,"Petrol",110,1,"Black",0,1600,5,4,5,85,1070,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0.0976654986267639,"Low",0.102803738317757,"Mid-Range"
1231,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",8950,73,8,1998,84402,"Petrol",110,1,"Red",0,1600,4,4,5,69,1035,1,1,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.106040141228881,"Low",0.106280193236715,"Mid-Range"
1232,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",7950,74,7,1998,84123,"Petrol",110,0,"Black",0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.0945044755893156,"Low",0.104761904761905,"Budget"
1233,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",6950,80,1,1998,84000,"Petrol",110,0,"Blue",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0.0827380952380952,"Low",0.102325581395349,"Budget"
1234,"TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors",7250,78,3,1998,84000,"Petrol",110,1,"Red",0,1600,5,4,5,19,1065,0,1,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0863095238095238,"Low",0.103286384976526,"Budget"
1235,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",7750,77,4,1998,84000,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1085,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.0922619047619048,"Low",0.101382488479263,"Budget"
1236,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",8700,75,6,1998,83850,"Petrol",110,1,"Blue",0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0.103756708407871,"Low",0.104265402843602,"Mid-Range"
1237,"TOYOTA Corolla LIFTBACK 1.6 Linea Terra Liftback 4/5-Doors",8950,80,1,1998,83540,"Petrol",110,1,"Green",0,1600,5,4,5,85,1070,1,1,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.107134306918841,"Low",0.102803738317757,"Mid-Range"
1238,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",6750,76,5,1998,83405,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.0809303998561237,"Low",0.102803738317757,"Budget"
